arab	engl	desc	info	phon	line
ﻋﻘﹼﺩ	to complicate	vt	taʿgiid	ʿaggad	ʿaggad ‫ ﻋﻘﹼﺩ‬vt (taʿgiid) to complicate
ﻋﻘﺩ	contract	n	pl ʿuguud	ʿagid	ʿagid ‫ ﻋﻘﺩ‬n (pl ʿuguud) contract
ﻋﻘﺩ	construction supporting the roof of a house	n	NA	ʿagid	ʿagid ‫ ﻋﻘﺩ‬n 1 construction supporting the roof of a house 2 roof covered by cement
ﻋﻘﺩ	roof covered by cement	n	NA	ʿagid	ʿagid ‫ ﻋﻘﺩ‬n 1 construction supporting the roof of a house 2 roof covered by cement
ﻋﻘﻴﺩ	colonel	n	pl ʿugada	ʿagiid	ʿagiid ‫ ﻋﻘﻴﺩ‬n (pl ʿugada) colonel
ﻋﻘﻼﻨﻲ	rational	adj	pl -yyiin	ʿaglaani	ʿaglaani ‫ ﻋﻘﻼﻨﻲ‬adj (pl -yyiin) rational
ﻋﻘﻠﻲ	ental	adj m	NA	ʿagli	ʿagli ‫ ﻋﻘﻠﻲ‬adj mental
ﻋﻘﺭﺏ	scorpion	n	pl ʿagaarib	ʿagrab	ʿagrab ‫ ﻋﻘﺭﺏ‬n (pl ʿagaarib) scorpion
ﻋﻘل	mind; reason	n	pl ʿuguul	ʿagul	ʿagul ‫ ﻋﻘل‬n (pl ʿuguul) mind; reason
ﻋﻬﺩ	pledge, vow	n	NA	ʿahd	ʿahd ‫ ﻋﻬﺩ‬n (pl ʿuhuud) 1 pledge, vow 2 covenant; al-ʿahd al-gadiim the Old Testament; al-ʿahd aj-jadiid the New Testament
ﻋﻬﺩ	covenant; al-ʿahd al-gadiim the Old Testament; al-ʿahd aj-jadiid the New Testament	n	NA	ʿahd	ʿahd ‫ ﻋﻬﺩ‬n (pl ʿuhuud) 1 pledge, vow 2 covenant; al-ʿahd al-gadiim the Old Testament; al-ʿahd aj-jadiid the New Testament
ﻋﺠﺎﺝ	dust	n	NA	ʿajaaj	ʿajaaj ‫ ﻋﺠﺎﺝ‬n 1 dust 2 sandstorm
ﻋﺠﺎﺝ	sandstorm	n	NA	ʿajaaj	ʿajaaj ‫ ﻋﺠﺎﺝ‬n 1 dust 2 sandstorm
ﻋﺠﺏ	to delight, please; ʿajab-ni kalaam-ak I liked your speech	vt	i, ʿajab	ʿajab	ʿajab ‫ ﻋﺠﺏ‬vt (i, ʿajab) to delight, please; ʿajab-ni kalaam-ak I liked your speech • n amazement
ﻋﺠﺏ	amazement	n	NA	ʿajab	ʿajab ‫ ﻋﺠﺏ‬vt (i, ʿajab) to delight, please; ʿajab-ni kalaam-ak I liked your speech • n amazement
ﻋﺠﻠﺔ	wheel, tyre	n	NA	ʿajala	ʿajala ‫ ﻋﺠﻠﺔ‬n 1 wheel, tyre 2 bicycle 3 haste, rush; ʿajala ʿajala very quickly
ﻋﺠﻠﺔ	bicycle	n	NA	ʿajala	ʿajala ‫ ﻋﺠﻠﺔ‬n 1 wheel, tyre 2 bicycle 3 haste, rush; ʿajala ʿajala very quickly
ﻋﺠﻠﺔ	haste, rush; ʿajala ʿajala very quickly	n	NA	ʿajala	ʿajala ‫ ﻋﺠﻠﺔ‬n 1 wheel, tyre 2 bicycle 3 haste, rush; ʿajala ʿajala very quickly
ﻋﺠﻥ	to knead	vt	NA	ʿajan	ʿajan ‫ ﻋﺠﻥ‬vt (i, ʿajin) 1 to knead 2 to do (a job) badly
ﻋﺠﻥ	to do (a job) badly	vt	NA	ʿajan	ʿajan ‫ ﻋﺠﻥ‬vt (i, ʿajin) 1 to knead 2 to do (a job) badly
ﻋﺠﻴﺏ	strange, weird, odd	adj	NA	ʿajiib	ʿajiib ‫ ﻋﺠﻴﺏ‬adj strange, weird, odd
ﻋﺠﻴﺒﺔ	a strange or amazing thing	n	pl ʿajaayib	ʿajiiba	ʿajiiba ‫ ﻋﺠﻴﺒﺔ‬n (pl ʿajaayib) a strange or amazing thing
ﻋﺠﻴﻥ	leavened kisra batter; ʿajiin khammaar sour dough	n	NA	ʿajiin	ʿajiin ‫ ﻋﺠﻴﻥ‬n leavened kisra batter; ʿajiin khammaar sour dough
ﻋﺠﻴﻨﺔ	dough, batter	n	NA	ʿajiina	ʿajiina ‫ ﻋﺠﻴﻨﺔ‬n dough, batter
ﺎﻟﻲ ﻋﺠ	pertaining to calves; veal	adj	NA	ʿajjaali	ʿajjaali ‫ﺎﻟﻲ‬‫ ﻋﺠ‬adj pertaining to calves; veal
ل ﻋﺠ	to hasten	vt	ʿijjeel, ʿajala	ʿajjal	ʿajjal ‫ل‬‫ ﻋﺠ‬vt (ʿijjeel, ʿajala) to hasten
ﻥ ﻋﺠ	to knead	vt	NA	ʿajjan	ʿajjan ‫ﻥ‬‫ ﻋﺠ‬vt (ʿijjeen, ʿajan) 1 to knead 2 to spoil (a child)
ﻥ ﻋﺠ	to spoil (a child)	vt	NA	ʿajjan	ʿajjan ‫ﻥ‬‫ ﻋﺠ‬vt (ʿijjeen, ʿajan) 1 to knead 2 to spoil (a child)
ﺯ ﻋﺠ	to grow old	vi	ʿijjeez	ʿajjaz	ʿajjaz ‫ﺯ‬‫ ﻋﺠ‬vi (ʿijjeez) to grow old
ﻭﺭ ﻋﺠ	ridge cucumber(s)	coll n	NA	ʿajjuur	ʿajjuur ‫ﻭﺭ‬‫ ﻋﺠ‬coll n ridge cucumber(s)
ﻋﺠﻼﻥ	in a hurry	adj	NA	ʿajlaan	ʿajlaan ‫ ﻋﺠﻼﻥ‬adj in a hurry
ʿajuuz ﻋﺠﻭﺯ	old (humans)	adj	pl ʿajaayiz, ʿajaza	ʿajuuz	ʿajuuz‫ ﻋﺠﻭﺯ‬adj (pl ʿajaayiz, ʿajaza) old (humans) • n old person
ʿajuuz ﻋﺠﻭﺯ	old person	n	NA	ʿajuuz	ʿajuuz‫ ﻋﺠﻭﺯ‬adj (pl ʿajaayiz, ʿajaza) old (humans) • n old person
ﻋﺠﺯ	shortage, deficiency	n	NA	ʿajz	ʿajz ‫ ﻋﺠﺯ‬n shortage, deficiency
ﻋﺠﺯﺍﻥ	weak, powerless	adj	NA	ʿajzaan	ʿajzaan ‫ ﻋﺠﺯﺍﻥ‬adj weak, powerless
ﻋﻜﺱ	to reflect light	vt	NA	ʿakas	ʿakas ‫ ﻋﻜﺱ‬vt (i, ʿakis) 1 to reflect light 2 (sports) to centre the ball
ﻋﻜﺱ	to centre the ball	vt	NA	ʿakas	ʿakas ‫ ﻋﻜﺱ‬vt (i, ʿakis) 1 to reflect light 2 (sports) to centre the ball
 ﻋﻙ	muddle, mess	n	NA	ʿakk 	ʿakk ‫ ﻋﻙ‬n muddle, mess
 ﻋﻙ	to muddle, make a mess of	vt	u, ʿakk	ʿakka 	ʿakka ‫ ﻋﻙ‬vt (u, ʿakk) to muddle, make a mess of
ﻋﻜﹼﺭ	to muddy (water); da ʿakkar mazaaj-i that put me in a bad mood	vt	ʿikkeer, taʿkiir	ʿakkar	ʿakkar ‫ ﻋﻜﹼﺭ‬vt (ʿikkeer, taʿkiir) to muddy (water); da ʿakkar mazaaj-i that put me in a bad mood
ﻋﻜﻨﻥ	; da ʿaknan mazaaj-i that put me in a bad mood	vt	ʿaknana	ʿaknan	ʿaknan ‫ ﻋﻜﻨﻥ‬vt (ʿaknana); da ʿaknan mazaaj-i that put me in a bad mood
ﻋﻜﺭﺍﻥ	uddy; washsh ʿakraan looking troubled; mazaaj ʿakraan a bad mood	adj m	NA	ʿakraan	ʿakraan ‫ ﻋﻜﺭﺍﻥ‬adj muddy; washsh ʿakraan looking troubled; mazaaj ʿakraan a bad mood
ﻋﻜﺱ	opposite, reverse; be-l-ʿaks on the contrary	n	NA	ʿaks	ʿaks ‫ ﻋﻜﺱ‬n opposite, reverse; be-l-ʿaks on the contrary
ﻋﻠﻰ	on, upon; ʿala l-ʿalee-h on top of this, in addition to this; ʿalee-k Allah please (requesting); well I never!, really?	prep	NA	ʿala	ʿala ‫ ﻋﻠﻰ‬prep 1 on, upon; ʿala l-ʿalee-h on top of this, in addition to this; ʿalee-k Allah please (requesting); well I never!, really? 2 to, towards; ʿala ween where to? 3 for; ʿala mada usbuuʿeen for (the period of) two weeks; ʿala shinu what for? 4 (used for) must; ash-shaghala di ʿala aḥmad Ahmed has to do this job; ʿalee-k takhalliṣ ash-shughul hassaʿ you must finish the work now
ﻋﻠﻰ	to, towards; ʿala ween where to?	prep	NA	ʿala	ʿala ‫ ﻋﻠﻰ‬prep 1 on, upon; ʿala l-ʿalee-h on top of this, in addition to this; ʿalee-k Allah please (requesting); well I never!, really? 2 to, towards; ʿala ween where to? 3 for; ʿala mada usbuuʿeen for (the period of) two weeks; ʿala shinu what for? 4 (used for) must; ash-shaghala di ʿala aḥmad Ahmed has to do this job; ʿalee-k takhalliṣ ash-shughul hassaʿ you must finish the work now
ﻋﻠﻰ	for; ʿala mada usbuuʿeen for (the period of) two weeks; ʿala shinu what for?	prep	NA	ʿala	ʿala ‫ ﻋﻠﻰ‬prep 1 on, upon; ʿala l-ʿalee-h on top of this, in addition to this; ʿalee-k Allah please (requesting); well I never!, really? 2 to, towards; ʿala ween where to? 3 for; ʿala mada usbuuʿeen for (the period of) two weeks; ʿala shinu what for? 4 (used for) must; ash-shaghala di ʿala aḥmad Ahmed has to do this job; ʿalee-k takhalliṣ ash-shughul hassaʿ you must finish the work now
ﻋﻠﻰ	must; ash-shaghala di ʿala aḥmad Ahmed has to do this job; ʿalee-k takhalliṣ ash-shughul hassaʿ you must finish the work now	prep	NA	ʿala	ʿala ‫ ﻋﻠﻰ‬prep 1 on, upon; ʿala l-ʿalee-h on top of this, in addition to this; ʿalee-k Allah please (requesting); well I never!, really? 2 to, towards; ʿala ween where to? 3 for; ʿala mada usbuuʿeen for (the period of) two weeks; ʿala shinu what for? 4 (used for) must; ash-shaghala di ʿala aḥmad Ahmed has to do this job; ʿalee-k takhalliṣ ash-shughul hassaʿ you must finish the work now
ﻋﻼﻗﺔ	connection, relation (with); al-ʿalaagaat al-ʿaamma public relations	n	be-	ʿalaaga	ʿalaaga ‫ ﻋﻼﻗﺔ‬n (be-) connection, relation (with); al-ʿalaagaat al-ʿaamma public relations
ﻋﻼﻤﺔ	mark, sign ʿalaamat istifhaam question mark; ʿalaamat taʿajjub exclamation mark	n	NA	ʿalaama	ʿalaama ‫ ﻋﻼﻤﺔ‬n mark, sign ʿalaamat istifhaam question mark; ʿalaamat taʿajjub exclamation mark
ﻋﻼﻭﺓ	pay rise	n	NA	ʿalaawa	ʿalaawa ‫ ﻋﻼﻭﺓ‬n pay rise
ﻋﻠﻑ	to feed animals	vt	i, ʿalaf	ʿalaf	ʿalaf ‫ ﻋﻠﻑ‬vt (i, ʿalaf) to feed animals • n (pl aʿlaaf) fodder
ﻋﻠﻑ	fodder	n	pl aʿlaaf	ʿalaf	ʿalaf ‫ ﻋﻠﻑ‬vt (i, ʿalaf) to feed animals • n (pl aʿlaaf) fodder
ﻋﻠﻕ	to get stuck (e.g. of a car horn, of a car in sand or mud); to freeze (e.g. of computer screen); to run aground (of ships)	vi	a, ʿalga	ʿalag	ʿalag ‫ ﻋﻠﻕ‬vi (a, ʿalga) to get stuck (e.g. of a car horn, of a car in sand or mud); to freeze (e.g. of computer screen); to run aground (of ships)
ﻋﻠﻡ	flag, banner	n	pl aʿlaam	ʿalam	ʿalam ‫ ﻋﻠﻡ‬n (pl aʿlaam) flag, banner
ﻋﻠﻴﻘﺔ	fodder	n	pl ʿalaayig	ʿaliiga	ʿaliiga ‫ ﻋﻠﻴﻘﺔ‬n (pl ʿalaayig) fodder
ﻋﻠﹼﻰ	to raise	vt	-i, ʿilleey, taʿliya	ʿalla	ʿalla ‫ ﻋﻠﹼﻰ‬vt (-i, ʿilleey, taʿliya) to raise
ﻋﻼﻗﺔ	any hook, cord, string or ring to hang sth. on/with; peg, clothes hook, clothes rail; key-ring	n	NA	ʿallaaga	ʿallaaga ‫ ﻋﻼﻗﺔ‬n any hook, cord, string or ring to hang sth. on/with; peg, clothes hook, clothes rail; key-ring
ﻋﻠﹼﻕ	to hang	vt	ʿilleeg, taʿliig	ʿallag	ʿallag ‫ ﻋﻠﹼﻕ‬vt (ʿilleeg, taʿliig) to hang
ﻋﻠﹼﻡ	to teach, instruct; to educate	vt	NA	ʿallam	ʿallam ‫ ﻋﻠﹼﻡ‬vt 1 (taʿliim) to teach, instruct; to educate 2 (ʿalaama) to mark, tick
ﻋﻠﹼﻡ	to mark, tick	vt	NA	ʿallam	ʿallam ‫ ﻋﻠﹼﻡ‬vt 1 (taʿliim) to teach, instruct; to educate 2 (ʿalaama) to mark, tick
ﻋﻠﹼﻕ	to suspend	vt	NA	ʿallaq	ʿallaq ‫ ﻋﻠﹼﻕ‬(taʿliiq) vt to suspend • vi (ʿala) to comment (on), to note
ﻋﻠﹼﻕ	to comment (on), to note	vi	ʿala	ʿallaq	ʿallaq ‫ ﻋﻠﹼﻕ‬(taʿliiq) vt to suspend • vi (ʿala) to comment (on), to note
ﻋﻤﺎﺭﺓ	building of more than one storey	n	NA	ʿamaara	ʿamaara ‫ ﻋﻤﺎﺭﺓ‬n building of more than one storey
ﻋﻤل	deed	n	NA	ʿamal	ʿamal ‫ ﻋﻤل‬n 1 (pl aʿmaal) deed 2 (pl aʿmaal) work, labour 3 (no pl) category of diagnosis used by a faki 4 (no pl) (black) magic
ﻋﻤل	work, labour	n	NA	ʿamal	ʿamal ‫ ﻋﻤل‬n 1 (pl aʿmaal) deed 2 (pl aʿmaal) work, labour 3 (no pl) category of diagnosis used by a faki 4 (no pl) (black) magic
ﻋﻤل	category of diagnosis used by a faki	n	NA	ʿamal	ʿamal ‫ ﻋﻤل‬n 1 (pl aʿmaal) deed 2 (pl aʿmaal) work, labour 3 (no pl) category of diagnosis used by a faki 4 (no pl) (black) magic
ﻋﻤل	(black) magic	n	NA	ʿamal	ʿamal ‫ ﻋﻤل‬n 1 (pl aʿmaal) deed 2 (pl aʿmaal) work, labour 3 (no pl) category of diagnosis used by a faki 4 (no pl) (black) magic
ﻋﻤل	to do; ʿamal ʿamaayil to do something incredibly good or bad; ʿamal ʿamaliyya to operate; aʿmal ḥisaab-ak take care	vt	NA	ʿamal	ʿamal ‫ ﻋﻤل‬vt (a/i, ʿamal) 1 to do; ʿamal ʿamaayil to do something incredibly good or bad; ʿamal ʿamaliyya to operate; aʿmal ḥisaab-ak take care 2 to make 3 to work; ʿamal (lee-ho) ʿarabiyya he (worked and) got himself a car 4 to take care of (a matter)
ﻋﻤل	to make	vt	NA	ʿamal	ʿamal ‫ ﻋﻤل‬vt (a/i, ʿamal) 1 to do; ʿamal ʿamaayil to do something incredibly good or bad; ʿamal ʿamaliyya to operate; aʿmal ḥisaab-ak take care 2 to make 3 to work; ʿamal (lee-ho) ʿarabiyya he (worked and) got himself a car 4 to take care of (a matter)
ﻋﻤل	to work; ʿamal (lee-ho) ʿarabiyya he (worked and) got himself a car	vt	NA	ʿamal	ʿamal ‫ ﻋﻤل‬vt (a/i, ʿamal) 1 to do; ʿamal ʿamaayil to do something incredibly good or bad; ʿamal ʿamaliyya to operate; aʿmal ḥisaab-ak take care 2 to make 3 to work; ʿamal (lee-ho) ʿarabiyya he (worked and) got himself a car 4 to take care of (a matter)
ﻋﻤل	to take care of (a matter)	vt	NA	ʿamal	ʿamal ‫ ﻋﻤل‬vt (a/i, ʿamal) 1 to do; ʿamal ʿamaayil to do something incredibly good or bad; ʿamal ʿamaliyya to operate; aʿmal ḥisaab-ak take care 2 to make 3 to work; ʿamal (lee-ho) ʿarabiyya he (worked and) got himself a car 4 to take care of (a matter)
ﻋﻤﻠﻲ	practical	adj	NA	ʿamali	ʿamali ‫ ﻋﻤﻠﻲ‬adj practical
ﺔ ﻋﻤﻠﻴ	operation, process; medical operation	n	NA	ʿamaliyya	ʿamaliyya ‫ﺔ‬‫ ﻋﻤﻠﻴ‬n operation, process; medical operation
ﺎ ﻋﻤﻠﻴ	practically	adv	NA	ʿamaliyyan	ʿamaliyyan ‫ﺎ‬‫ ﻋﻤﻠﻴ‬adv practically
ﻋﻤﺒﻠﻭﻙ	young he- goat, kid	n	pl -aat	ʿambalook	ʿambalook ‫ ﻋﻤﺒﻠﻭﻙ‬n (pl -aat) young he- goat, kid
ﻋﻤﺒﺭ	ambergris	n	NA	ʿambar	ʿambar ‫ ﻋﻤﺒﺭ‬n ambergris
ﻋﻤﻴﺩ	dean	n	NA	ʿamiid	ʿamiid ‫ ﻋﻤﻴﺩ‬n (pl ʿumada) 1 dean 2 (mil) colonel
ﻋﻤﻴﺩ	colonel	n	NA	ʿamiid	ʿamiid ‫ ﻋﻤﻴﺩ‬n (pl ʿumada) 1 dean 2 (mil) colonel
ﻋﻤﻴﻕ	deep	adj	NA	ʿamiiq	ʿamiiq ‫ ﻋﻤﻴﻕ‬adj deep
ﻋﻡ	paternal uncle	n	NA	ʿamm	ʿamm ‫ ﻋﻡ‬n (pl aʿmaam) 1 paternal uncle 2 used to address s.o. in a familiar way: ya ʿamm hey buddy; ʿamm-o 'uncle'
ﻋﻡ	used to address s.o. in a familiar way: ya ʿamm hey buddy; ʿamm-o 'uncle'	n	NA	ʿamm	ʿamm ‫ ﻋﻡ‬n (pl aʿmaam) 1 paternal uncle 2 used to address s.o. in a familiar way: ya ʿamm hey buddy; ʿamm-o 'uncle'
ﺔ ﻋﻤ	paternal aunt	n	NA	ʿamma	ʿamma ‫ﺔ‬‫ ﻋﻤ‬n paternal aunt
ﺩ ﻋﻤ	(Chr) to baptize	vt	taʿmiid	ʿammad	ʿammad ‫ﺩ‬‫ ﻋﻤ‬vt (taʿmiid) (Chr) to baptize
ﻡ ﻋﻤ	to generalize	vt	taʿmiim	ʿammam	ʿammam ‫ﻡ‬‫ ﻋﻤ‬vt (taʿmiim) to generalize
ﺭ ﻋﻤ	vi to last, stay in good condition; to reach an old age	vt	taʿmiir	ʿammar	ʿammar ‫ﺭ‬‫ ﻋﻤ‬vt (taʿmiir) vi to last, stay in good condition; to reach an old age • vt 1 to build 2 to service, replace (parts) (e.g. of an engine) 3 to load (a gun)
ﺭ ﻋﻤ	to build	vt	NA	ʿammar	ʿammar ‫ﺭ‬‫ ﻋﻤ‬vt (taʿmiir) vi to last, stay in good condition; to reach an old age • vt 1 to build 2 to service, replace (parts) (e.g. of an engine) 3 to load (a gun)
ﺭ ﻋﻤ	to service, replace (parts) (e.g. of an engine)	vt	NA	ʿammar	ʿammar ‫ﺭ‬‫ ﻋﻤ‬vt (taʿmiir) vi to last, stay in good condition; to reach an old age • vt 1 to build 2 to service, replace (parts) (e.g. of an engine) 3 to load (a gun)
ﺭ ﻋﻤ	to load (a gun)	vt	NA	ʿammar	ʿammar ‫ﺭ‬‫ ﻋﻤ‬vt (taʿmiir) vi to last, stay in good condition; to reach an old age • vt 1 to build 2 to service, replace (parts) (e.g. of an engine) 3 to load (a gun)
ﻋﻤﺭﺓ	full service (e.g. of an engine)	n	NA	ʿamra	ʿamra ‫ ﻋﻤﺭﺓ‬n 1 full service (e.g. of an engine) 2 loading of a gun
ﻋﻤﺭﺓ	loading of a gun	n	NA	ʿamra	ʿamra ‫ ﻋﻤﺭﺓ‬n 1 full service (e.g. of an engine) 2 loading of a gun
ﻋﻤﻭﺩ	pole, post, pillar; ʿamuud an-nuur lamp-post; ʿamuud al-ʿajala hub (of wheel); al-ʿamuud al-faqri the spinal column ʿamuud al-akil tiered set of saucepans, used to transport food	n	NA	ʿamuud	ʿamuud ‫ ﻋﻤﻭﺩ‬n (pl ʿawaamiid, aʿmida) 1 pole, post, pillar; ʿamuud an-nuur lamp-post; ʿamuud al-ʿajala hub (of wheel); al-ʿamuud al-faqri the spinal column ʿamuud al-akil tiered set of saucepans, used to transport food 2 newspaper column
ﻋﻤﻭﺩ	newspaper column	n	NA	ʿamuud	ʿamuud ‫ ﻋﻤﻭﺩ‬n (pl ʿawaamiid, aʿmida) 1 pole, post, pillar; ʿamuud an-nuur lamp-post; ʿamuud al-ʿajala hub (of wheel); al-ʿamuud al-faqri the spinal column ʿamuud al-akil tiered set of saucepans, used to transport food 2 newspaper column
ﻋﻤﻴﺎﻥ	blind	adj	NA	ʿamyaan	ʿamyaan ‫ ﻋﻤﻴﺎﻥ‬adj blind
ﻋﻥ	about	prep	NA	ʿan	ʿan ‫ ﻋﻥ‬prep about
ﻋﻨﻰ	to mean; yaʿni that's to say, that is, it means	vt	-i, ʿanayaan	ʿana	ʿana ‫ ﻋﻨﻰ‬vt (-i, ʿanayaan) to mean; yaʿni that's to say, that is, it means
ﻋﻨﺒﺭ	barrack- room	n	NA	ʿanbar	ʿanbar ‫ ﻋﻨﺒﺭ‬n (pl ʿanaabir) 1 barrack- room 2 ward (of hospital, prison)
ﻋﻨﺒﺭ	ward (of hospital, prison)	n	NA	ʿanbar	ʿanbar ‫ ﻋﻨﺒﺭ‬n (pl ʿanaabir) 1 barrack- room 2 ward (of hospital, prison)
ﻋﻨﻘﺭﺓ	nape	n	pl anaagir	ʿangara	ʿangara ‫ ﻋﻨﻘﺭﺓ‬n (pl anaagir) nape
ﻋﻨﻘﺭﻴﺏ	bed with wooden frame, strung with rope or hide	n	pl ʿanaagriib	ʿangareeb	ʿangareeb ‫ ﻋﻨﻘﺭﻴﺏ‬n (pl ʿanaagriib) bed with wooden frame, strung with rope or hide
ﻋﻨﻘﻭﺩ	bunch of grapes; aakhir al-ʿanguud the last one (son/daughter) of the bunch	n	pl ʿanaagiid	ʿanguud	ʿanguud ‫ ﻋﻨﻘﻭﺩ‬n (pl ʿanaagiid) bunch of grapes; aakhir al-ʿanguud the last one (son/daughter) of the bunch
ﻋﻨﻴﺩ	obstinate, stubborn	adj	NA	ʿaniid	ʿaniid ‫ ﻋﻨﻴﺩ‬adj obstinate, stubborn
ﻋﻨﻴﻑ	violent, vehement, fierce, rough, tough; yoom ʿaniif a tough day	adj	NA	ʿaniif	ʿaniif ‫ ﻋﻨﻴﻑ‬adj violent, vehement, fierce, rough, tough; yoom ʿaniif a tough day
ﻋﻨﻜﺒﻭﺕ	spider	n	pl ʿanaakib	ʿankabuut	ʿankabuut ‫ ﻋﻨﻜﺒﻭﺕ‬n (pl ʿanaakib) spider
ﻋﻨﻜﻭﻟﻴﺏ	a variety of sorghum	n	NA	ʿankooliib	ʿankooliib ‫ ﻋﻨﻜﻭﻟﻴﺏ‬n a variety of sorghum
ﻋﻨﺘﺕ	pl weevils; ʿantat al- ḥubuub corn weevils	n	NA	ʿantat	ʿantat ‫ ﻋﻨﺘﺕ‬n pl weevils; ʿantat al- ḥubuub corn weevils
ﻋﻨﺯ	goat(s)	coll n	NA	ʿanz	ʿanz ‫ ﻋﻨﺯ‬coll n goat(s)
ﻋﻘﻴﺩﺓ	belief, creed, conviction	n	pl ʿaqaayid	ʿaqiida	ʿaqiida ‫ ﻋﻘﻴﺩﺓ‬n (pl ʿaqaayid) belief, creed, conviction
ﻋﻘﻴﻡ	sterile (man)	adj	NA	ʿaqiim	ʿaqiim ‫ ﻋﻘﻴﻡ‬adj sterile (man)
ﻋﻘﹼﻡ	to sterilize	vt	taʿqiim	ʿaqqam	ʿaqqam ‫ ﻋﻘﹼﻡ‬vt (taʿqiim) to sterilize
ﻋﺭﺏ	Arabs; those having an Arab ancestor	coll n	NA	ʿarab	ʿarab ‫ ﻋﺭﺏ‬coll n 1 Arabs; those having an Arab ancestor 2 nomads; ʿarab sayyaara nomads; ʿarab al-khala desert Arabs (used disparagingly by townspeople)
ﻋﺭﺏ	nomads; ʿarab sayyaara nomads; ʿarab al-khala desert Arabs (used disparagingly by townspeople)	coll n	NA	ʿarab	ʿarab ‫ ﻋﺭﺏ‬coll n 1 Arabs; those having an Arab ancestor 2 nomads; ʿarab sayyaara nomads; ʿarab al-khala desert Arabs (used disparagingly by townspeople)
ﻋﺭﺒﻲ	Arabic, pertaining to the Arabs	adj	NA	ʿarabi	ʿarabi ‫ ﻋﺭﺒﻲ‬adj Arabic, pertaining to the Arabs • unit n 1 Arab 2 nomad
ﻋﺭﺒﻲ	Arab	unit	NA	ʿarabi	ʿarabi ‫ ﻋﺭﺒﻲ‬adj Arabic, pertaining to the Arabs • unit n 1 Arab 2 nomad
ﻋﺭﺒﻲ	nomad	unit	NA	ʿarabi	ʿarabi ‫ ﻋﺭﺒﻲ‬adj Arabic, pertaining to the Arabs • unit n 1 Arab 2 nomad
ﺔ ﻋﺭﺒﻴ	car; ʿarabiyya ṣaaloon estate car, station wagon ʿarabiyya mallaaki private car; ʿarabiyyat isʿaaf ambulance; ʿarabiyyat nagil truck, lorry; ʿarabiyyat ujra hired car	n	pl -aat, ʿarabaat	ʿarabiyya	ʿarabiyya ‫ﺔ‬‫ ﻋﺭﺒﻴ‬n (pl -aat, ʿarabaat) car; ʿarabiyya ṣaaloon estate car, station wagon ʿarabiyya mallaaki private car; ʿarabiyyat isʿaaf ambulance; ʿarabiyyat nagil truck, lorry; ʿarabiyyat ujra hired car
ﻋﺭﺩﻴﺏ	tamarind	n	NA	ʿaradeeb	ʿaradeeb ‫ ﻋﺭﺩﻴﺏ‬n tamarind
ﻋﺭﺽ	to show, exhibit, display	vt	NA	ʿaraḍ	ʿaraḍ ‫ ﻋﺭﺽ‬(i, ʿariḍ, ʿarḍ) vt to show, exhibit, display • vi le- to make an offer, offer (e.g. a job)
ﻋﺭﺽ	le- to make an offer, offer (e.g. a job)	vi	NA	ʿaraḍ	ʿaraḍ ‫ ﻋﺭﺽ‬(i, ʿariḍ, ʿarḍ) vt to show, exhibit, display • vi le- to make an offer, offer (e.g. a job)
ﻋﺭﻕ	sweat, perspiration	n	NA	ʿarag	ʿarag ‫ ﻋﺭﻕ‬n sweat, perspiration
ﻋﺭﻗﻲ	arak, araki, home-made spirits distilled from dates, fruit or sorghum	n	NA	ʿaragi	ʿaragi ‫ ﻋﺭﻗﻲ‬n arak, araki, home-made spirits distilled from dates, fruit or sorghum
ﻋﺭﺝ	to be(come) lame, crippled; to limp	vi	i, ʿaraj, ʿarja	ʿaraj	ʿaraj ‫ ﻋﺭﺝ‬vi (i, ʿaraj, ʿarja) to be(come) lame, crippled; to limp
ﻋﺭﺵ	to thatch	vt	i, ʿarish	ʿarash	ʿarash ‫ ﻋﺭﺵ‬vt (i, ʿarish) to thatch
ﻋﺭﺒﺠﻲ	cart driver	n	pl -iyya	ʿarbaji	ʿarbaji ‫ ﻋﺭﺒﺠﻲ‬n (pl -iyya) cart driver
ﻋﺭﺒﻭﻥ	down payment, deposit	n	pl ʿaraabiin	ʿarbuun	ʿarbuun ‫ ﻋﺭﺒﻭﻥ‬n (pl ʿaraabiin) down payment, deposit
ﻋﺭﻀﺔ	military parade	n	NA	ʿarḍa	ʿarḍa ‫ ﻋﺭﻀﺔ‬n military parade
ﻋﺭﻀﺤﺎل	application or petition to a court	n	NA	ʿarḍaḥaal	ʿarḍaḥaal ‫ ﻋﺭﻀﺤﺎل‬n application or petition to a court
ﻋﺭﻗﺎﻥ	sweating	adj	NA	ʿargaan	ʿargaan ‫ ﻋﺭﻗﺎﻥ‬adj sweating
ﻋﺭﻗل	to hinder, impede	vt	ʿargala	ʿargal	ʿargal ‫ ﻋﺭﻗل‬vt (ʿargala) to hinder, impede
ﻋﺭﻗﻭﺏ	ankle	n	pl ʿaraagiib	ʿarguub	ʿarguub ‫ ﻋﺭﻗﻭﺏ‬n (pl ʿaraagiib) ankle
ﻋﺭﺽ	breadth; width	n	NA	ʿariḍ	ʿariḍ ‫ ﻋﺭﺽ‬n (pl ʿuruuḍ) 1 breadth; width 2 display, show(ing), presentation, performance 3 offer
