term	en_term	cat
منظمة صقور حرية كردستان	kurdistan freedom falcons organization	NAMED TERROR GROUP
منظمة صقور حرية كردستان	kurdistan freedom falcons organisation	NAMED TERROR GROUP
صقور حرية كردستان	kurdistan freedom hawks	NAMED TERROR GROUP
كردستان جبهة التحرير الوطني	kurdistan national liberation front	NAMED TERROR GROUP
كردستان جيش الحرية الوطني	kurdistan national liberty army	NAMED TERROR GROUP
مؤتمر شعوب كردستان	kurdistan peoples conference	NAMED TERROR GROUP
حزب العمال الكردستاني	kurdistan workers party	NAMED TERROR GROUP
حزب العمال الكردستاني	kurdistan workers' party	NAMED TERROR GROUP
العسكر البريد الإسلام	lashkar e islam	NAMED TERROR GROUP
العسكر ه الجبار	lashkar e jabbar	NAMED TERROR GROUP
العسكر جنجوي ه	lashkar e jhangvi	NAMED TERROR GROUP
العسكر ه عمر	lashkar e omar	NAMED TERROR GROUP
لشكر طيبة	lashkar e taiba	NAMED TERROR GROUP
العسكر ه tayyaba	lashkar e tayyaba	NAMED TERROR GROUP
العسكر الطيبة ه	lashkar e tayyiba	NAMED TERROR GROUP
العسكر ه طيبة	lashkar e toiba	NAMED TERROR GROUP
العسكر جنجوي ط	lashkar i jhangvi	NAMED TERROR GROUP
العسكر ط عمر	lashkar i omar	NAMED TERROR GROUP
العسكر ط طيبة	lashkar i taiba	NAMED TERROR GROUP
العسكر ط tayyaba	lashkar i tayyaba	NAMED TERROR GROUP
العسكر الجهاد	lashkar jihad	NAMED TERROR GROUP
لشكر طيبة	lashkar taiba	NAMED TERROR GROUP
عسكر الجهاد	laskar jihad	NAMED TERROR GROUP
تحريك ه طالبان باكستان	tehreek e taliban pakistan	NAMED TERROR GROUP
تحريك ه باكستان طالبان	tehreek e taliban pakistans	NAMED TERROR GROUP
كومباك المجاهدين عسكر	laskar mujahideen kompak	NAMED TERROR GROUP
اللاتينية الجيش الوطني الأميركي	latin american patriotic army	NAMED TERROR GROUP
فصيل وتارو	lautaro faction	NAMED TERROR GROUP
حركة الشباب وتارو	lautaro youth movement	NAMED TERROR GROUP
حركة ثورية مسلحة لبنانية	lebanese armed revolutionary faction	NAMED TERROR GROUP
ألوية السوداء اللبنانية	lebanese black brigades	NAMED TERROR GROUP
اللبنانية جبهة التحرير	lebanese liberation front	NAMED TERROR GROUP
اللبنانية جبهة المقاومة الوطنية	lebanese national resistance front	NAMED TERROR GROUP
مفرزة المقاومة اللبنانية	lebanese resistance detachment	NAMED TERROR GROUP
منظمة ثورية اشتراكية اللبنانية	lebanese socialist revolutionary organization	NAMED TERROR GROUP
جبهة تحرير كيبيك	liberation front of quebec	NAMED TERROR GROUP
نمور التاميل	liberation tigers of tamil eelam	NAMED TERROR GROUP
مجلس السلام ليبيريا	liberia peace council	NAMED TERROR GROUP
المجالس السلام ليبيريا	liberia peace councils	NAMED TERROR GROUP
الجماعة الليبية المقاتلة	libyan fighting group	NAMED TERROR GROUP
الجماعات الليبية المقاتلة	libyan fighting groups	NAMED TERROR GROUP
الليبية الجماعة الإسلامية المقاتلة	libyan islamic fighting group	NAMED TERROR GROUP
الجماعات الإسلامية الليبية المقاتلة	libyan islamic fighting groups	NAMED TERROR GROUP
الجماعة الإسلامية الليبية	libyan islamic group	NAMED TERROR GROUP
الجماعات الإسلامية الليبية	libyan islamic groups	NAMED TERROR GROUP
لواء أبو الفضل العباس	liwa abu al fadhal al abbas	NAMED TERROR GROUP
لواء أبو الفضل العباس	liwa abu al fadhal al abbass	NAMED TERROR GROUP
قوة دفاع لوفا	lofa defense force	NAMED TERROR GROUP
قوات الدفاع وفا	lofa defense forces	NAMED TERROR GROUP
جيش الرب للمقاومة	lord's resistance army	NAMED TERROR GROUP
حركة المقاومة اللوردات	lords resistance movement	NAMED TERROR GROUP
جيش الرب للمقاومة	lra	NAMED TERROR GROUP
جيش الرب للمقاومة	lra	NAMED TERROR GROUP
نمور التاميل	ltte	NAMED TERROR GROUP
مقدونيا الفجر	macedonia dawn	NAMED TERROR GROUP
فجر مقدونيا	macedonia dawns	NAMED TERROR GROUP
منظمة ثورية المقدونية	macedonian revolutionary organization	NAMED TERROR GROUP
منظمة ثورية المقدونية	macedonian revolutionary organisation	NAMED TERROR GROUP
maktab آل مكتب الخدمات	maktab al khidamat	NAMED TERROR GROUP
khidamats maktab الله	maktab al khidamats	NAMED TERROR GROUP
مانيبور people¬ís جبهة التحرير	manipur people¬ís liberation front	NAMED TERROR GROUP
مانويل رودريغيز جبهة وطنية	manuel rodriguez patriotic front	NAMED TERROR GROUP
مركز الشيوعي الماوي	maoist communist center	NAMED TERROR GROUP
مركز الشيوعي الماوي في الهند	maoist communist center of india	NAMED TERROR GROUP
مراكز الشيوعية الماوية	maoist communist centers	NAMED TERROR GROUP
مركز الشيوعي الماوي في الهند	maoist communist centre of india	NAMED TERROR GROUP
الحزب الشيوعي الماوي	maoist communist party	NAMED TERROR GROUP
لجنة التنسيق الماوي	maoist coordination committee	NAMED TERROR GROUP
partisi komunist الماوي	maoist komunist partisi	NAMED TERROR GROUP
مارا salvatruchas	mara salvatruchas	NAMED TERROR GROUP
كتائب الشهيد عبد الله عزام	martyr abdallah azzam brigades	NAMED TERROR GROUP
الشهيد أبو علي مصطفى لواء	martyr abu ali mustafa brigades	NAMED TERROR GROUP
maruseido	maruseido	NAMED TERROR GROUP
maruseidos	maruseidos	NAMED TERROR GROUP
الماركسية اللينينية الحزب الشيوعي	marxist leninist communist party	NAMED TERROR GROUP
حزب الماركسية اللينينية من ألمانيا	marxist leninist party of germany	NAMED TERROR GROUP
الماركسية الدوري الشباب	marxist youth league	NAMED TERROR GROUP
الجيش جبهة مورو	milf army	NAMED TERROR GROUP
المجلس العسكري للمقاومة الأنغولية	military council of angolan resistance	NAMED TERROR GROUP
الملة الإسلامية الإلكترونية	millat e islamia	NAMED TERROR GROUP
مجلس وطني مينيسوتا	minnesota patriot council	NAMED TERROR GROUP
مهاجر حركة qami haqiqi	mohajir qami movement haqiqi	NAMED TERROR GROUP
مهاجر الحركة القومية	mohajir qaumi movement	NAMED TERROR GROUP
مهاجر حركة قوامي	mohajir quami movement	NAMED TERROR GROUP
الجيش محمد على	mohammad's army	NAMED TERROR GROUP
جيش محمد	mohammed's army	NAMED TERROR GROUP
منظمة مجاهدي خلق	mojahedin khalq organisation	NAMED TERROR GROUP
منظمة مجاهدي خلق	mojahedin khalq organization	NAMED TERROR GROUP
مونتانا الأحرار	montana freemen	NAMED TERROR GROUP
montonero حركة البيروني	montonero peronist movement	NAMED TERROR GROUP
morazanista جبهة التحرير	morazanista liberation front	NAMED TERROR GROUP
morazanista جبهة وطنية	morazanista patriotic front	NAMED TERROR GROUP
morazanist جبهة وطنية	morazanist patriotic front	NAMED TERROR GROUP
morazano جبهة التحرير الوطني	morazano national liberation front	NAMED TERROR GROUP
مجموعة المقاتلين الإسلاميين المغاربة	moroccan islamic combatant group	NAMED TERROR GROUP
مورو الإسلامية جبهة تحرير	moro islamic liberation front	NAMED TERROR GROUP
مورو جبهة التحرير	moro liberation front	NAMED TERROR GROUP
مورو جبهة التحرير الوطني	moro national liberation front	NAMED TERROR GROUP
moustarchidati moustarchindina وول	moustarchindina wal moustarchidati	NAMED TERROR GROUP
حركة 2 يونيو	movement 2 june	NAMED TERROR GROUP
حركة ضد تعسف الدولة	movement against state arbitrariness	NAMED TERROR GROUP
حركة مشار رياك	movement of riak machar	NAMED TERROR GROUP
حركة اليسار الثوري	movement of the revolutionary left	NAMED TERROR GROUP
موفسار baryayev عصابة	movsar baryayev gang	NAMED TERROR GROUP
حركة المقاومة الوطنية موزامبيق	mozambique national resistance movement	NAMED TERROR GROUP
muaskar anole	muaskar anole	NAMED TERROR GROUP
المجاهدين كومباك	mujahedeen kompak	NAMED TERROR GROUP
المجاهدين الإلكترونية خلق	mujahedin e khalq	NAMED TERROR GROUP
المجاهدين آل mansooran	mujahideen al mansooran	NAMED TERROR GROUP
جيش المجاهدين	mujahideen army	NAMED TERROR GROUP
منظمة مجاهدين خلق ه	mujahideen e khalq organisation	NAMED TERROR GROUP
المنظمات خلق ه المجاهدين	mujahideen e khalq organisations	NAMED TERROR GROUP
المجاهدين الإلكترونية tanzeem	mujahideen e tanzeem	NAMED TERROR GROUP
المجاهدين كومباك	mujahideen kompak	NAMED TERROR GROUP
مجاهديها	mujahideens	NAMED TERROR GROUP
مجلس شورى المجاهدين	mujahideen shura council	NAMED TERROR GROUP
الجيش مختار	mukhtar army	NAMED TERROR GROUP
جماعة الاخوان المسلمين	muslim brotherhood	NAMED TERROR GROUP
قوات الدفاع مسلمة	muslim defense force	NAMED TERROR GROUP
المسلمين ضد الظلم العالمي	muslims against global oppression	NAMED TERROR GROUP
المسلمين في الأمريكتين	muslims of the americas	NAMED TERROR GROUP
الجيش موحد بنت	muslim united army	NAMED TERROR GROUP
المجالس muttahida ط أمل	muttahida majlis i amal	NAMED TERROR GROUP
muttahida حركة qami	muttahida qami movement	NAMED TERROR GROUP
الجبهة الديمقراطية الوطنية لبودولاند	national democratic front of bodoland	NAMED TERROR GROUP
الجبهة الوطنية للتنمية	national development front	NAMED TERROR GROUP
القومي فريق الانتقام الكردي	nationalist kurdish revenge team	NAMED TERROR GROUP
جيش التحرير الوطني	national liberation army	NAMED TERROR GROUP
جبهة التحرير الوطنية	national liberation front	NAMED TERROR GROUP
الجبهة الوطنية لتحرير أنغولا	national liberation front of angola	NAMED TERROR GROUP
الجبهة الوطنية لتحرير كورسيكا	national liberation front of corsica	NAMED TERROR GROUP
الجبهة الوطنية لتحرير تريبورا	national liberation front of tripura	NAMED TERROR GROUP
جبهات التحرر الوطني	national liberation fronts	NAMED TERROR GROUP
حركة تحرر وطني	national liberation movement	NAMED TERROR GROUP
الاتحاد التحرر الوطني	national liberation union	NAMED TERROR GROUP
جبهة وطنية وطنية من ليبيريا	national patriotic front of liberia	NAMED TERROR GROUP
المقاومة الوطنية في موزامبيق	national resistance of mozambique	NAMED TERROR GROUP
القيادة الثوري الوطني	national revolutionary command	NAMED TERROR GROUP
المجلس الاشتراكي الوطني لناجالاند muivah اسحق	national socialist council of nagaland isak muivah	NAMED TERROR GROUP
منظمة مقاومة وطنية للشباب	national youth resistance organization	NAMED TERROR GROUP
أمة الإسلام	nation of islam	NAMED TERROR GROUP
أمة الرب	nation of yahweh	NAMED TERROR GROUP
الناكساليين	naxalites	NAMED TERROR GROUP
مجموعة النازية الجدد	neo nazi group	NAMED TERROR GROUP
الجدد التحالف الوطني النازي	neo nazi national alliance	NAMED TERROR GROUP
لجنة نيستور باز زامورا	nestor paz zamora commission	NAMED TERROR GROUP
أفريكا جديدة	new afrika	NAMED TERROR GROUP
المقاومة الأرمنية جديدة	new armenian resistance	NAMED TERROR GROUP
حزب جديد النمر الأسود	new black panther party	NAMED TERROR GROUP
مجموعة الجهاد جديدة	new jihad group	NAMED TERROR GROUP
جيش الشعب الجديد	new people's army	NAMED TERROR GROUP
ألوية الحمراء الجديدة	new red brigades	NAMED TERROR GROUP
النضال الشعبي الثوري الجديد	new revolutionary popular struggle	NAMED TERROR GROUP
جديد جبهة تحرير العالم	new world liberation front	NAMED TERROR GROUP
فصيل العدميين	nihilists faction	NAMED TERROR GROUP
التاسع من منظمة يونيو	ninth of june organization	NAMED TERROR GROUP
nordfront	nordfront	NAMED TERROR GROUP
شمال جبهة التحرير إبيروس	northern epirus liberation front	NAMED TERROR GROUP
الدوري الدفاع النرويجية	norwegian defense league	NAMED TERROR GROUP
نوفمبر مجموعة 25 الفوضوي	november 25 anarchist group	NAMED TERROR GROUP
الجيش NPFL	npfl army	NAMED TERROR GROUP
قوات الجبهة الوطنية	npfl forces	NAMED TERROR GROUP
جندي NPFL	npfl soldier	NAMED TERROR GROUP
نوسانتارا قوات الجهاد الإسلامي	nusantara islamic jihad forces	NAMED TERROR GROUP
نوسانتارا المجاهدين الجبهة الإسلامية	nusantara islamic mujahideen front	NAMED TERROR GROUP
مؤتمر الشعوب odua	odua peoples congress	NAMED TERROR GROUP
odudua مؤتمر الشعوب	odudua peoples' congress	NAMED TERROR GROUP
المؤتمر أودودووا الناس	oduduwa people's congress	NAMED TERROR GROUP
أوجادين جبهة التحرير الوطني	ogaden national liberation front	NAMED TERROR GROUP
مؤتمر الشعوب oodua	oodua peoples congress	NAMED TERROR GROUP
أورومو جبهة التحرير	oromo liberation front	NAMED TERROR GROUP
عصبة الأنصار	osbat al ansar	NAMED TERROR GROUP
padanian كتيبة الانفصالية المسلحة	padanian armed separatist phalanx	NAMED TERROR GROUP
التحرير الفلسطينية أمام	palestine liberation front	NAMED TERROR GROUP
منظمة التحرير الفلسطينية	palestine liberation organization	NAMED TERROR GROUP
الجهاد الاسلامي في فلسطين	palestinian islamic jihad	NAMED TERROR GROUP
الفلسطينية جبهة النضال الشعبي	palestinian popular struggle front	NAMED TERROR GROUP
PALIPEHUTU	palipehutu	NAMED TERROR GROUP
بنما السيادة الجبهة	panama sovereignty front	NAMED TERROR GROUP
حزب كمبوتشيا الديمقراطية	party of democratic kampuchea	NAMED TERROR GROUP
حزب الله	party of god	NAMED TERROR GROUP
حزب الله	party of allah	NAMED TERROR GROUP
الجيش مقاومة وطنية	patriotic resistance army	NAMED TERROR GROUP
الاتحاد الوطني الكردستاني	patriotic union of kurdistan	NAMED TERROR GROUP
منظمة التحرير موحدة باتاني	pattani united liberation organization	NAMED TERROR GROUP
منظمة payong	payong organization	NAMED TERROR GROUP
جيش العصابات الشعب	people's guerrilla army	NAMED TERROR GROUP
والشعب ضد العصابات والمخدرات	people's against gangsterism and drugs	NAMED TERROR GROUP
قوة الدفاع الشعبية	people's defense force	NAMED TERROR GROUP
الفدائيين الناس	people's fedayeen	NAMED TERROR GROUP
الفدائيين الناس	people's fedayeen guerrillas	NAMED TERROR GROUP
حركة الفدائيين الناس	people's fedayeen movement	NAMED TERROR GROUP
حركات الفدائيين الناس	people's fedayeen movements	NAMED TERROR GROUP
الجيش الشعبي لتحرير كردستان	people's liberation army of kurdistan	NAMED TERROR GROUP
الجيش الشعبي لتحرير مانيبور	people's liberation army of manipur	NAMED TERROR GROUP
قوات التحرير الشعبية	people's liberation forces	NAMED TERROR GROUP
المجاهدين الناس من إيران	people's mujahideen of iran	NAMED TERROR GROUP
جيش الشعب الجمهوري	people's republican army	NAMED TERROR GROUP
القوات المسلحة الثورية الشعبية	people's revolutionary armed forces	NAMED TERROR GROUP
جيش الشعب الثوري	people's revolutionary army	NAMED TERROR GROUP
الجبهة الشعبية الثورية	people's revolutionary front	NAMED TERROR GROUP
الميليشيات الشعبية الثورية	people's revolutionary militias	NAMED TERROR GROUP
منظمة الشعب الثورية	people's revolutionary organization	NAMED TERROR GROUP
منظمة الشعب الثورية	people's revolutionary organisation	NAMED TERROR GROUP
الحزب الثوري الناس	people's revolutionary party	NAMED TERROR GROUP
حزب الشعب الثوري kangleipak	people's revolutionary party of kangleipak	NAMED TERROR GROUP
الناس الجبهة المتحدة لتحرير	people's united liberation front	NAMED TERROR GROUP
القوات المسلحة البيروني	peronist armed forces	NAMED TERROR GROUP
بيكار ه tabaqeh ه كرغار	peykar e tabaqeh e kargar	NAMED TERROR GROUP
philike hetairia	philike hetairia	NAMED TERROR GROUP
فينس الكهنوت	phineas priesthood	NAMED TERROR GROUP
الكهنة فينس	phineas priests	NAMED TERROR GROUP
فصيلة من marytr خالد الإسلامبولي	platoon of marytr khaled islambouli	NAMED TERROR GROUP
بولندا جبهة التحرير الوطني	poland national liberation front	NAMED TERROR GROUP
جبهة البوليساريو	polisario front	NAMED TERROR GROUP
البولندية الثوري جيش الوطن	polish revolutionary home army	NAMED TERROR GROUP
الجيش الشعبي لboricua	popular army of boricua	NAMED TERROR GROUP
القوى الشعبية من 25 أبريل	popular forces of april 25	NAMED TERROR GROUP
القوى الشعبية لتحرير	popular forces of liberation	NAMED TERROR GROUP
جيش التحرير الشعبي	popular liberation army	NAMED TERROR GROUP
قوات التحرير الشعبية	popular liberation forces	NAMED TERROR GROUP
العمل الثوري الشعبي	popular revolutionary action	NAMED TERROR GROUP
الإجراءات الثورية الشعبية	popular revolutionary actions	NAMED TERROR GROUP
الجيش الثوري الشعبي	popular revolutionary army	NAMED TERROR GROUP
الجبهة الشعبية الثورية	popular revolutionary front	NAMED TERROR GROUP
الطليعة الثورية الشعبية	popular revolutionary vanguard	NAMED TERROR GROUP
قوات الدفاع الذاتي الشعبية	popular self defense forces	NAMED TERROR GROUP
جبهة النضال الشعبي	popular struggle front	NAMED TERROR GROUP
تنظيم المواطنين كارين البوذية التقدمية	progressive buddhist karen nationals organization	NAMED TERROR GROUP
مجموعة الثورية الموالية جيفارا	pro guevara revolutionary group	NAMED TERROR GROUP
مجموعة العمل البروليتارية	proletarian action group	NAMED TERROR GROUP
نوى البروليتارية للشيوعية	proletarian nuclei for communism	NAMED TERROR GROUP
الجيش الجمهوري الأيرلندي	provisional irish republican army	NAMED TERROR GROUP
بويبلو reagrupado	pueblo reagrupado	NAMED TERROR GROUP
بوربو الحزب الشيوعي banglar	purbo banglar communist party	NAMED TERROR GROUP
تنظيم القاعدة الجهاد	qaeda al jihad	NAMED TERROR GROUP
كيبيك جبهة التحرير	quebec liberation front	NAMED TERROR GROUP
الجامعة المفتوحة القرآنية	quranic open university	NAMED TERROR GROUP
راجح حركة سليمان	rajah sulaiman movement	NAMED TERROR GROUP
الحركات سليمان راجح	rajah sulaiman movements	NAMED TERROR GROUP
راس كمبوني ألوية	ras kamboni brigades	NAMED TERROR GROUP
راؤول واء الدولي sendic	raul sendic international brigade	NAMED TERROR GROUP
راؤول ألوية الدولية sendic	raul sendic international brigades	NAMED TERROR GROUP
الجيش الجمهوري الايرلندي الحقيقي	real irish republican army	NAMED TERROR GROUP
حركة qami مهاجر الحقيقي	real mohajir qami movement	NAMED TERROR GROUP
فصيل الجيش الأحمر	red army faction	NAMED TERROR GROUP
ألوية الحمراء	red brigades	NAMED TERROR GROUP
مقاتلو الأحمر	red guerrillas	NAMED TERROR GROUP
أحمر كوماندوز اليد	red hand commando	NAMED TERROR GROUP
المدافعون عن اليد الحمراء	red hand defenders	NAMED TERROR GROUP
أفواج الحمراء	red regiments	NAMED TERROR GROUP
جمهورية أفريقيا الجديدة	republic of new africa	NAMED TERROR GROUP
المقاومة الوطنية	resistencia nacional	NAMED TERROR GROUP
resistenza كورسا	resistenza corsa	NAMED TERROR GROUP
الصقور الانتقام من APO	revenge hawks of apo	NAMED TERROR GROUP
حزب العمل الثوري	revolutionary action party	NAMED TERROR GROUP
التحالف الثوري للشباب الثالوث	revolutionary alliance of trinitarian youth	NAMED TERROR GROUP
قيادة الأمازون الثوري	revolutionary amazon command	NAMED TERROR GROUP
السلك العسكري الثوري	revolutionary armed corps	NAMED TERROR GROUP
القوات المسلحة الثورية في كولومبيا	revolutionary armed forces of colombia	NAMED TERROR GROUP
الجيش الثوري للشعب	revolutionary army of the people	NAMED TERROR GROUP
الجبهة الثورية للشيوعية	revolutionary front for communism	NAMED TERROR GROUP
منظمة العدالة الثورية	revolutionary justice organization	NAMED TERROR GROUP
ألوية اللينينية الثورية	revolutionary leninist brigades	NAMED TERROR GROUP
الحركة الثورية من 8 أكتوبر	revolutionary movement of october 8	NAMED TERROR GROUP
منظمة ثورية 17 نوفمبر	revolutionary organization 17 november	NAMED TERROR GROUP
منظمة ثورية من المسلمين الاشتراكي	revolutionary organization of socialist muslims	NAMED TERROR GROUP
الحزب الثوري الكردستاني	revolutionary party of kurdistan	NAMED TERROR GROUP
الجيش الشعوب الثورية	revolutionary peoples army	NAMED TERROR GROUP
الجبهة الشعبية الثورية	revolutionary people's front	NAMED TERROR GROUP
الشعب الثوري في جبهة التحرير	revolutionary people's liberation front	NAMED TERROR GROUP
حزب التحرير الشعبية الثورية	revolutionary people's liberation party	NAMED TERROR GROUP
الجيش البروليتاري الثوري	revolutionary proletarian army	NAMED TERROR GROUP
لواء أليكس boncayao	alex boncayao brigade	NAMED TERROR GROUP
الجيش البروليتاري الثوري	revolutionary proletarian army	NAMED TERROR GROUP
ألوية boncayao اليكس	alex boncayao brigades	NAMED TERROR GROUP
ثورة نوى مبادرة البروليتارية	revolutionary proletarian initiative nuclei	NAMED TERROR GROUP
الجبهة الثورية المتحدة	revolutionary united front	NAMED TERROR GROUP
مجلس العمال الثوري	revolutionary workers council	NAMED TERROR GROUP
روكي الكوماندوز دالتون	roque dalton commando	NAMED TERROR GROUP
الحزب البلشفي الوطني الروسية	russian national bolshevist party	NAMED TERROR GROUP
سفدار ناغوري	safdar nagori	NAMED TERROR GROUP
سيف المجاهدين المسلمين	saif ul muslimeen	NAMED TERROR GROUP
سيف المجاهدين المسلمين العسكر الجهاد	saif ul muslimeen lashkar jihad	NAMED TERROR GROUP
السلفية الجهادية	salafia jihadia	NAMED TERROR GROUP
الدعوة السلفية وجماعة الكفاح	salafist call and struggle group	NAMED TERROR GROUP
صلاح الدين كتائب	salah al din battalions	NAMED TERROR GROUP
لواء الدين صلاح	salah al din brigades	NAMED TERROR GROUP
الساندينية جبهة التحرير الوطني	sandinista national liberation front	NAMED TERROR GROUP
ميليشيا خواكين سان	san joaquin militia	NAMED TERROR GROUP
سرايا usud التوحيد	saraya usud al tawhid	NAMED TERROR GROUP
حركة الحكم الذاتي سردينيا	sardinian autonomy movement	NAMED TERROR GROUP
حفظ حركة كشمير	save kashmir movement	NAMED TERROR GROUP
الاسكتلندي جيش التحرير الوطني	scottish national liberation army	NAMED TERROR GROUP
الجيش الجمهوري الاسكتلندي	scottish republican army	NAMED TERROR GROUP
فرقة انتحارية السابع	seventh suicide squad	NAMED TERROR GROUP
الجيش ولاية شان	shan state army	NAMED TERROR GROUP
الشريعة الجماعة	shariat jamaat	NAMED TERROR GROUP
شبكة الشيباني	sheibani network	NAMED TERROR GROUP
shibbu عصابة	shibbu gang	NAMED TERROR GROUP
مسار ساطع	shining path	NAMED TERROR GROUP
الشرفا آل أردن	shurafa al urdun	NAMED TERROR GROUP
فرسان ه محمد باكستان	sipah e muhammad pakistan	NAMED TERROR GROUP
فرسان البريد الصحابة	sipah e sahaba	NAMED TERROR GROUP
فرسان البريد الصحابة باكستان	sipah e sahaba pakistan	NAMED TERROR GROUP
فرسان sahabas ه	sipah e sahabas	NAMED TERROR GROUP
الجبهة القومية الاشتراكية	socialist nationalist front	NAMED TERROR GROUP
الحزب الاشتراكي الثوري الصومالي	somali revolutionary socialist party	NAMED TERROR GROUP
الجيش الأحمر الجيش الاشتراكي الصومالية	somali socialist army red army	NAMED TERROR GROUP
عمال الصومالية الحزب الاشتراكي	somali workers socialist party	NAMED TERROR GROUP
جنوب السودان الجيش الاستقلال	southern sudan independence army	NAMED TERROR GROUP
جنوب حركة استقلال السودان	southern sudan independence movement	NAMED TERROR GROUP
جنوب المتطوعين البروتستانت ندنديري	south londonderry protestant volunteers	NAMED TERROR GROUP
جنوب المتطوعين لندنديري	south londonderry volunteers	NAMED TERROR GROUP
جمهورية جنوب مالوكو	south maluku republic	NAMED TERROR GROUP
أمام بنما السيادية	sovereign panama front	NAMED TERROR GROUP
كتيبة الباسك الأسبانية	spanish basque battalion	NAMED TERROR GROUP
ايتا الأسبانية	spanish eta	NAMED TERROR GROUP
الغرض فوج الإسلامي	special purpose islamic regiment	NAMED TERROR GROUP
nakharo سري	sri nakharo	NAMED TERROR GROUP
STICHTING الاقصى	stichting al aqsa	NAMED TERROR GROUP
وقف القسوة على الحيوان HUNTINGDON	stop huntingdon animal cruelty	NAMED TERROR GROUP
طلاب الحركة الإسلامية في الهند	students islamic movement of india	NAMED TERROR GROUP
قوات التحالف السودانية	sudan alliance forces	NAMED TERROR GROUP
الجيش الشعبي لتحرير السودان	sudanese people's liberation army	NAMED TERROR GROUP
الجيش الشعبي لتحرير السودان	sudan people's liberation army	NAMED TERROR GROUP
السودان الحركة الشعبية لتحرير	sudan peoples liberation movement	NAMED TERROR GROUP
أنصار الشريعة	supporters of sharia	NAMED TERROR GROUP
سيف الإسلام	sword of islam	NAMED TERROR GROUP
سيف المسلمين	sword of muslims	NAMED TERROR GROUP
جيش التحرير التكافلي	symbionese liberation army	NAMED TERROR GROUP
المجاهدين السوري	syrian mujahideen	NAMED TERROR GROUP
الحزب السوري القومي الاجتماعي	syrian social nationalist party	NAMED TERROR GROUP
جماعة التبليغ	tablighi jamaat	NAMED TERROR GROUP
تهاجر التكفير وا	takfir wa hijra	NAMED TERROR GROUP
تهاجر التكفير	takfir wal hijra	NAMED TERROR GROUP
talaaal الفاتح	talaaal al fateh	NAMED TERROR GROUP
طالبان	taleban	NAMED TERROR GROUP
طالبان	taliban	NAMED TERROR GROUP
taliben	taliben	NAMED TERROR GROUP
تاميل نادو جيش التحرير	tamil nadu liberation army	NAMED TERROR GROUP
تاميل نادو kazagham مونيترا مسلم	tamil nadu muslim munnetra kazagham	NAMED TERROR GROUP
القوات استرجاع الوطنية التاميل	tamil national retrieval troops	NAMED TERROR GROUP
نمور التاميل	tamil tigers	NAMED TERROR GROUP
التوحيد والجهاد	tawhid wal jihad	NAMED TERROR GROUP
حركة تطبيق الشريعة المحمدية	tehreek e nafaz e shariat e mohammadi	NAMED TERROR GROUP
تحريك ط حركة طالبان الباكستانية	tehrik i taliban pakistan	NAMED TERROR GROUP
الفرقان تحريك المجاهدين	tehrik ul furqaan	NAMED TERROR GROUP
تيرا lliure	terra lliure	NAMED TERROR GROUP
مجموعة إرهابية من ولاية اسام	terrorist group of assam	NAMED TERROR GROUP
tevhid SELAM	tevhid selam	NAMED TERROR GROUP
جبهة وطنية لمكافحة الفساد	national anti corruption front	NAMED TERROR GROUP
مؤتمر شعوب كردستان	the peoples congress of kurdistan	NAMED TERROR GROUP
ثلث مجموعة أكتوبر	third of october group	NAMED TERROR GROUP
تيغراي الشعوب جبهة التحرير	tigrai peoples liberation front	NAMED TERROR GROUP
شعب تيغراي جبهة التحرير	tigray people's liberation front	NAMED TERROR GROUP
macoutes tontons	tontons macoutes	NAMED TERROR GROUP
جماعة مناهضة تماما الحرب	totally anti war group	NAMED TERROR GROUP
الطوارق المتمردة	tuareg rebel	NAMED TERROR GROUP
متمردي الطوارق	tuareg rebels	NAMED TERROR GROUP
مجموعة قتالية التونسية	tunisian combatant group	NAMED TERROR GROUP
توباك أمارو الحركة الثورية	tupac amaru revolutionary movement	NAMED TERROR GROUP
جيش عصابات توباك كاتاري	tupac katari guerrilla army	NAMED TERROR GROUP
الحزب الشيوعي التركي	turkish communist party	NAMED TERROR GROUP
التركية حزب الله	turkish hezbollah	NAMED TERROR GROUP
حزب الله التركي	turkish hizballah	NAMED TERROR GROUP
الجهاد الإسلامي التركية	turkish islamic jihad	NAMED TERROR GROUP
جيش التحرير الشعب التركي ل	turkish people's liberation army	NAMED TERROR GROUP
الشعب التركي في جبهة التحرير	turkish people's liberation front	NAMED TERROR GROUP
الشعوب التركية أمام حزب التحرير	turkish peoples liberation party front	NAMED TERROR GROUP
أوغندا الجيش المسيحي الديمقراطي	uganda democratic christian army	NAMED TERROR GROUP
قوة رجعية الأوكرانية	ukrainian reactionary force	NAMED TERROR GROUP
الجيش أوليمو	ulimo army	NAMED TERROR GROUP
قوة أوليمو	ulimo force	NAMED TERROR GROUP
جندي أوليمو	ulimo soldier	NAMED TERROR GROUP
جمعية الدفاع الستر	ulster defence association	NAMED TERROR GROUP
جمعية الدفاع الستر	ulster defense association	NAMED TERROR GROUP
مقاتلون من أجل الحرية الستر	ulster freedom fighters	NAMED TERROR GROUP
قوة من المتطوعين الستر	ulster volunteer force	NAMED TERROR GROUP
الأمة جيش التحرير	ummah liberation army	NAMED TERROR GROUP
الأمة تعمير ه NAU	ummah tameer e nau	NAMED TERROR GROUP
تنظيم الناصري موحدة	unified nasserite organization	NAMED TERROR GROUP
