year,iso," country_name","disaster type",occurrence,"Total deaths",Injured,Affected,Homeless,"Total affected","Total damage  ('000 US$)"
1977,CAN,Canada,Storm,1,,,,,,
1977,CHL,Chile,Storm,1,15,,,16800,16800,6800
1977,COL,Colombia,Landslide,1,,,,100,100,
1977,FRA,France,Flood,1,26,,25000,,25000,
1977,GHA,Ghana,Drought,1,,,,,,
1977,GHA,Ghana,Epidemic,1,,,6558,,6558,
1977,GRC,Greece,Flood,1,27,,1600,,1600,28000
1977,IND,India,Epidemic,1,,,9091,,9091,
1977,IND,India,Flood,2,560,,1045000,,1045000,
1977,IND,India,Storm,2,14206,,9047400,5432400,14479800,498535
1977,IDN,Indonesia,Earthquake,2,187,100,3900,,4000,1200
1977,IDN,Indonesia,Epidemic,2,117,,29942,,29942,
1977,IDN,Indonesia,Flood,3,22,,290000,,290000,
1977,IDN,Indonesia,Storm,1,1,60,3000,,3060,
1977,ITA,Italy,Flood,2,23,,1000,,1000,194000
1977,JPN,Japan,Drought,1,,,,,,
1977,JPN,Japan,Epidemic,1,1,,74,,74,
1977,JPN,Japan,Flood,1,5,,,,,12000
1977,JPN,Japan,Storm,2,32,45,5000,8000,13045,
1977,JPN,Japan,"Volcanic activity",1,3,,10000,,10000,22000
1977,KOR,"Korea (the Republic of)",Flood,2,315,1000,75000,,76000,33000
1977,MYS,Malaysia,Epidemic,1,,,50,,50,
1977,MEX,Mexico,Storm,1,10,,50000,,50000,
1977,MAR,Morocco,Flood,1,,,,38000,38000,
1977,MOZ,Mozambique,Flood,1,300,,400000,40000,440000,55500
1977,MOZ,Mozambique,Storm,1,3,51,,,51,
1977,NZL,"New Zealand",Flood,1,,,120,,120,
1977,PAK,Pakistan,Flood,1,848,,777000,245000,1022000,
1977,PER,Peru,Epidemic,1,26,,,,,
1977,PER,Peru,Flood,2,21,,640,300,940,1000
1977,PHL,"Philippines (the)",Earthquake,1,1,30,60000,,60030,100
1977,PHL,"Philippines (the)",Epidemic,3,75,,681,,681,
1977,PHL,"Philippines (the)",Flood,3,24,,7299,,7299,1913
1977,PHL,"Philippines (the)",Storm,5,104,118,142422,15679,158219,4425
1977,ZAF,"South Africa",Flood,1,4,,1000,,1000,
1977,SWE,Sweden,Flood,1,,,,,,170000
1977,SWE,Sweden,Landslide,1,13,50,,,50,11000
1977,TWN,"Taiwan (Province of China)",Flood,2,45,6000,20000,,26000,1000
1977,TWN,"Taiwan (Province of China)",Storm,1,61,528,11000,,11528,250000
1977,THA,Thailand,Epidemic,1,100,,2800,,2800,
1977,USA,"United States of America (the)","Extreme temperature ",1,,,,,,2800000
1977,USA,"United States of America (the)",Flood,3,140,,2700,,2700,200000
1977,USA,"United States of America (the)",Storm,2,91,,,,,
1977,VNM,"Viet Nam",Storm,1,,,1000,,1000,
1978,AFG,Afghanistan,Flood,1,120,140,264044,7500,271684,52000
1978,ARG,Argentina,Flood,1,,,1600,,1600,
1978,ARG,Argentina,Storm,1,5,100,,,100,
1978,AUS,Australia,Drought,1,,,,,,
1978,AUS,Australia,Flood,2,7,,,,,20710
1978,AUS,Australia,Storm,5,5,,100,,100,1066614
1978,BGD,Bangladesh,Epidemic,1,129,,,,,
1978,BGD,Bangladesh,Flood,1,17,,400000,,400000,
1978,BGD,Bangladesh,Storm,2,1030,100,,,100,
1978,BRA,Brazil,Drought,1,,,,,,2300000
1978,BRA,Brazil,Flood,1,26,,1000,,1000,
1978,CHL,Chile,Flood,1,4,,6000,,6000,
1978,CHN,China,Drought,1,,,6000000,,6000000,
1978,DOM,"Dominican Republic (the)",Epidemic,1,,,,,,
1978,FJI,Fiji,Storm,1,,,,,,
1978,FRA,France,Flood,1,3,,1000,,1000,
1978,GRC,Greece,Earthquake,1,50,100,600000,,600100,250000
1978,IND,India,Epidemic,4,2206,,1000,,1000,
1978,IND,India,"Extreme temperature ",1,150,,,,,
1978,IND,India,Flood,2,4610,,32000000,,32000000,166000
1978,IND,India,Landslide,1,64,,,,,
1978,IND,India,Storm,5,811,1100,2100,,3200,
1978,IDN,Indonesia,Drought,1,63,,17220,,17220,1200
1978,IDN,Indonesia,Epidemic,2,93,,70,,70,
1978,IDN,Indonesia,Flood,4,70,,266600,15000,281600,
1978,ITA,Italy,Earthquake,1,5,,900,,900,
1978,ITA,Italy,Storm,1,1,19,,,19,1000
1978,JPN,Japan,Earthquake,2,53,619,2098,,2717,865000
1978,JPN,Japan,Epidemic,1,,,2000000,,2000000,
1978,JPN,Japan,Flood,1,8,,15000,,15000,
1978,JPN,Japan,Storm,1,6,100,,3000,3100,
1978,KOR,"Korea (the Republic of)",Flood,1,27,,2000,,2000,400
1978,KOR,"Korea (the Republic of)",Storm,1,,,4000,,4000,19000
1978,MYS,Malaysia,Flood,1,,,3000,,3000,
1978,MEX,Mexico,Drought,1,,,,,,
1978,MEX,Mexico,Earthquake,1,9,100,3750,,3850,
1978,MEX,Mexico,Flood,1,6,,7000,,7000,24300
1978,MOZ,Mozambique,Flood,1,40,,200000,,200000,63000
1978,MOZ,Mozambique,Storm,1,4,,80000,25000,105000,
1978,NZL,"New Zealand",Flood,3,,,2726,,2726,
1978,NGA,Nigeria,Storm,1,100,,,,,
1978,PAK,Pakistan,Flood,1,393,,2236000,10000,2246000,
1978,PER,Peru,Flood,1,2,,17000,5000,22000,2000
1978,PHL,"Philippines (the)",Drought,1,,,3665,,3665,
1978,PHL,"Philippines (the)",Epidemic,1,17,,,,,
1978,PHL,"Philippines (the)",Flood,2,53,,2500,,2500,
1978,PHL,"Philippines (the)",Landslide,1,22,7,,,7,
1978,PHL,"Philippines (the)",Storm,9,617,834,1835169,22911,1858914,190084
1978,PHL,"Philippines (the)","Volcanic activity",2,,,26000,,26000,
1978,ZAF,"South Africa",Flood,1,26,,,,,
1978,ESP,Spain,Flood,1,2,,,,,25000
1978,THA,Thailand,Flood,2,96,400,2028000,,2028400,400000
1978,THA,Thailand,Storm,1,50,,,,,
1978,USA,"United States of America (the)",Flood,1,27,,,,,
1978,USA,"United States of America (the)",Storm,4,215,,,,,100000
1978,VNM,"Viet Nam",Flood,1,74,,4000000,79000,4079000,
1978,VNM,"Viet Nam","Insect infestation",1,,,,,,
1979,ARG,Argentina,Flood,1,,,20000,,20000,
1979,AUS,Australia,Earthquake,1,,,,,,7075
1979,AUS,Australia,Storm,2,15,,,,,49969
1979,AUS,Australia,Wildfire,1,,,,,,4090
1979,BGD,Bangladesh,Drought,1,18,,2000,,2000,
1979,BGD,Bangladesh,Storm,2,53,150,,,150,
1979,BRA,Brazil,Drought,1,,,5000000,,5000000,
1979,BRA,Brazil,Flood,1,300,,1500000,,1500000,
1979,CAN,Canada,Flood,1,,,,,,19000
1979,CHL,Chile,Landslide,1,30,,,,,
1979,CHN,China,Drought,1,,,,,,
1979,CHN,China,Earthquake,2,41,2104,2000,,4104,
1979,COL,Colombia,Earthquake,2,639,1642,10000,,11642,28000
1979,COL,Colombia,Flood,1,62,,100000,2000,102000,
1979,DOM,"Dominican Republic (the)",Flood,1,32,,1000,,1000,
1979,DOM,"Dominican Republic (the)",Storm,1,1400,4000,1200000,350000,1554000,150000
1979,EGY,Egypt,Flood,1,50,,66000,,66000,14000
1979,EGY,Egypt,Storm,1,3,,15000,,15000,
1979,FJI,Fiji,Storm,1,53,300,20600,15000,35900,
1979,FRA,France,Earthquake,1,11,2,,,2,
1979,GRC,Greece,Flood,1,15,,,,,
1979,IND,India,Drought,1,,,10000000,,10000000,200000
1979,IND,India,Earthquake,1,,,,,,
1979,IND,India,Epidemic,1,215,,,,,
1979,IND,India,"Extreme temperature ",2,400,,,,,
1979,IND,India,Flood,4,253,,28000000,10000,28010000,100000
1979,IND,India,Landslide,2,272,12,5100,,5112,
1979,IND,India,Storm,1,594,,1605772,,1605772,12800
1979,IDN,Indonesia,Earthquake,6,638,895,67500,18000,86395,20150
1979,IDN,Indonesia,Flood,3,164,350,30500,4000,34850,3200
1979,IDN,Indonesia,Landslide,1,23,6,,,6,
1979,IDN,Indonesia,"Volcanic activity",2,257,1000,17000,10000,28000,
1979,ITA,Italy,Earthquake,1,5,,,5000,5000,
1979,ITA,Italy,"Volcanic activity",1,9,24,,,24,
1979,JPN,Japan,Earthquake,1,27,,,,,
1979,JPN,Japan,Flood,1,23,50,28000,,28050,
1979,JPN,Japan,Storm,1,71,,,,,
1979,PRK,"Korea (the Democratic People's Republic of)",Earthquake,1,,,,,,
1979,KOR,"Korea (the Republic of)",Storm,1,115,,35000,,35000,40000
1979,MEX,Mexico,Earthquake,1,5,35,7500,,7535,30000
1979,MEX,Mexico,Flood,1,,,60000,,60000,
1979,MAR,Morocco,Flood,1,16,,5560,732,6292,
1979,MOZ,Mozambique,Drought,1,,,6000000,,6000000,
1979,NZL,"New Zealand",Landslide,1,,,600,,600,2466
1979,PAK,Pakistan,"Extreme temperature ",1,70,,,,,
1979,PAK,Pakistan,Flood,1,13,,3200,,3200,
1979,PER,Peru,Earthquake,1,13,1000,,100,1100,
1979,PHL,"Philippines (the)",Flood,1,,,16000,,16000,6983
1979,PHL,"Philippines (the)",Storm,5,62,56,523930,61535,585521,26450
1979,PRT,Portugal,Flood,2,23,220,35000,10000,45220,32100
1979,ESP,Spain,Flood,1,20,50,,,50,
1979,USA,"United States of America (the)",Storm,4,186,160,2000,,2160,2863000
1980,AFG,Afghanistan,Flood,1,,,30000,,30000,
1980,ARG,Argentina,Flood,2,41,,40000,,40000,
1980,AUS,Australia,Storm,5,,,,,,94928
1980,AUS,Australia,Wildfire,1,,40,,,40,25975
1980,BGD,Bangladesh,Flood,1,655,,10000000,,10000000,150000
1980,BGD,Bangladesh,Storm,1,11,50,1000,,1050,
1980,BRA,Brazil,Flood,2,67,,271000,,271000,
1980,BRA,Brazil,Storm,1,15,48,,,48,
1980,CAN,Canada,Wildfire,1,,,5000,,5000,
1980,CHN,China,Flood,4,6303,27100,80000,,107100,160000
1980,CHN,China,Storm,1,188,,,100,100,
1980,COL,Colombia,Flood,1,40,50,,,50,
1980,DNK,Denmark,Storm,1,,,,,,
1980,DOM,"Dominican Republic (the)",Storm,1,7,,,,,47000
1980,FJI,Fiji,Storm,1,18,250,28000,7000,35250,2256
1980,FRA,France,Flood,1,6,13,300,,313,
1980,GRC,Greece,Earthquake,1,1,17,,,17,
1980,IND,India,Earthquake,2,13,48,,,48,
1980,IND,India,Epidemic,3,1040,,,,,
1980,IND,India,"Extreme temperature ",2,129,,,,,
1980,IND,India,Flood,5,2411,23,32051000,,32051023,320000
1980,IND,India,Landslide,1,150,,,,,
1980,IND,India,Storm,3,153,,,,,
1980,IDN,Indonesia,Earthquake,2,,,20000,,20000,
1980,IDN,Indonesia,Flood,1,153,,2946,,2946,3400
1980,IDN,Indonesia,Landslide,1,100,10,,3000,3010,
1980,IDN,Indonesia,Storm,1,,,,800,800,
1980,IDN,Indonesia,"Volcanic activity",1,,,52235,,52235,
1980,ITA,Italy,Earthquake,1,4689,7700,400000,,407700,20000000
1980,JPN,Japan,Earthquake,2,2,80,,,80,
1980,JPN,Japan,Flood,1,20,,,,,
1980,JPN,Japan,Storm,1,7,33,15000,2000,17033,
1980,KOR,"Korea (the Republic of)",Storm,2,165,17,20000,,20017,7220
1980,MEX,Mexico,Earthquake,2,67,360,6000,,6360,
1980,MEX,Mexico,Flood,2,104,,100000,,100000,87000
1980,MOZ,Mozambique,Epidemic,1,10,,200,,200,
1980,NZL,"New Zealand",Flood,2,,,2900,,2900,
1980,PAK,Pakistan,Flood,1,75,,86200,,86200,
1980,PAK,Pakistan,Storm,1,18,23,,,23,
1980,PER,Peru,Earthquake,1,7,,3000,,3000,
1980,PER,Peru,Flood,1,70,,36000,,36000,
1980,PHL,"Philippines (the)",Drought,1,,,1002100,,1002100,
1980,PHL,"Philippines (the)",Flood,1,2,,25980,,25980,
1980,PHL,"Philippines (the)","Mass movement (dry)",1,50,,,,,
1980,PHL,"Philippines (the)",Storm,6,212,55,1326831,540079,1866965,118391
1980,ZAF,"South Africa",Drought,1,,,,,,
1980,SUN,"Soviet Union",Earthquake,1,87,,,,,5000
1980,ESP,Spain,Drought,1,,,,,,1500000
1980,THA,Thailand,Flood,1,57,,630000,,630000,59700
1980,USA,"United States of America (the)",Earthquake,1,,2,,,2,
1980,USA,"United States of America (the)","Extreme temperature ",1,1260,,,,,2000000
1980,USA,"United States of America (the)",Flood,3,36,,111000,6000,117000,350000
1980,USA,"United States of America (the)",Storm,3,12,170,,400,570,910000
1980,USA,"United States of America (the)","Volcanic activity",1,90,,,2500,2500,860000
1980,VNM,"Viet Nam",Flood,1,94,,628000,,628000,
1980,VNM,"Viet Nam",Storm,2,308,384,14987000,664500,15651884,
1981,AUS,Australia,Drought,1,,,80000,,80000,6000000
1981,AUS,Australia,Flood,3,2,,,,,199515
1981,AUS,Australia,Storm,1,,,,,,7895
1981,BGD,Bangladesh,Storm,3,1085,12000,2000000,25000,2037000,
1981,BRA,Brazil,Flood,2,97,300,52000,,52300,
1981,CAN,Canada,Storm,1,,,,,,79000
1981,CHN,China,Earthquake,1,150,850,25000,,25850,
1981,CHN,China,Flood,5,2315,33140,2954000,200000,3187140,2300000
1981,CHN,China,Storm,1,,,,,,
1981,CHN,China,Wildfire,1,,,,,,
1981,COL,Colombia,Earthquake,1,10,,,,,
1981,COL,Colombia,Flood,1,150,,,,,5000
1981,COL,Colombia,Landslide,1,65,,14000,,14000,
1981,DNK,Denmark,Storm,1,9,,,,,250000
1981,DOM,"Dominican Republic (the)",Flood,1,20,,150000,,150000,
1981,FJI,Fiji,Storm,1,,,4700,,4700,
1981,FRA,France,Flood,1,,,,,,
1981,GRC,Greece,Earthquake,2,24,400,80450,,80850,900000
1981,IND,India,Earthquake,1,212,,,,,
1981,IND,India,"Extreme temperature ",1,300,,,,,
1981,IND,India,Flood,1,553,,16000000,,16000000,250000
1981,IND,India,Storm,5,805,,131700,,131700,
1981,IDN,Indonesia,Earthquake,1,306,,2682,,2682,
1981,IDN,Indonesia,Flood,3,509,,346000,6000,352000,2200
1981,IDN,Indonesia,Landslide,1,,,6000,,6000,
1981,IDN,Indonesia,"Volcanic activity",1,192,,,5000,5000,
1981,ITA,Italy,Earthquake,2,12,6,300,,306,
1981,JPN,Japan,Landslide,1,40,,,,,
1981,JPN,Japan,Storm,4,163,100,60000,22500,82600,
1981,KOR,"Korea (the Republic of)",Landslide,1,,,,,,
1981,KOR,"Korea (the Republic of)",Storm,1,113,,14253,,14253,134000
1981,MEX,Mexico,Earthquake,1,3,28,,,28,
1981,MEX,Mexico,Storm,1,100,,,,,40000
1981,MOZ,Mozambique,Drought,1,100000,,4750000,,4750000,
1981,MOZ,Mozambique,Flood,1,,,500000,,500000,
1981,NZL,"New Zealand",Flood,1,,,2250,,2250,
1981,PAK,Pakistan,Earthquake,2,256,2012,225,,2237,
1981,PAK,Pakistan,Flood,1,82,,,,,
1981,PAK,Pakistan,Storm,1,56,600,,,600,
1981,PER,Peru,Earthquake,2,18,115,12156,,12271,
1981,PER,Peru,Flood,1,70,,,5000,5000,6000
1981,PER,Peru,Landslide,1,70,,,,,
1981,PHL,"Philippines (the)",Flood,3,353,122,307500,,307622,27000
1981,PHL,"Philippines (the)",Landslide,1,200,,,,,
1981,PHL,"Philippines (the)",Storm,8,999,169,1089918,11458,1101545,90384
1981,PRT,Portugal,Flood,1,30,,900,,900,
1981,ZAF,"South Africa",Flood,1,104,,,185,185,1000
1981,SUN,"Soviet Union",Flood,1,,,,2000,2000,
1981,SUN,"Soviet Union",Storm,1,,,10000,,10000,
1981,ESP,Spain,Drought,1,,,,,,1460000
1981,TWN,"Taiwan (Province of China)",Storm,1,26,,,,,
1981,THA,Thailand,Storm,2,55,,43000,,43000,13000
1981,USA,"United States of America (the)",Flood,1,30,,,,,
1981,USA,"United States of America (the)",Storm,3,30,,,,,861000
1982,AFG,Afghanistan,Earthquake,1,500,3000,35000,,38000,1000
1982,ARG,Argentina,Flood,1,,,50000,,50000,
1982,AUS,Australia,Storm,3,1,,,,,31085
1982,BGD,Bangladesh,Epidemic,1,2696,,173460,,173460,
1982,BGD,Bangladesh,Flood,1,,,283000,25000,308000,
1982,BEL,Belgium,Storm,1,,,,,,
1982,BRA,Brazil,Storm,1,33,300,4000,,4300,
1982,CAN,Canada,"Extreme temperature ",1,,,200,,200,
1982,CHL,Chile,Flood,1,,,8000,,8000,
1982,CHN,China,Earthquake,1,10,5,,,5,
1982,CHN,China,Flood,4,447,4643,601500,210000,816143,
1982,CHN,China,Landslide,2,94,,,,,
1982,COL,Colombia,Flood,1,90,,,,,
1982,COL,Colombia,Landslide,1,30,,,,,
1982,FRA,France,Drought,1,,,,,,
1982,FRA,France,Landslide,2,16,,,,,
1982,FRA,France,Storm,2,12,,,,,350000
1982,FRA,France,Wildfire,1,2,18,,,18,
1982,IND,India,Drought,1,,,100000000,,100000000,
1982,IND,India,Epidemic,1,118,,,,,
1982,IND,India,"Extreme temperature ",1,400,,,,,
1982,IND,India,Flood,2,932,,33500000,,33500000,700000
1982,IND,India,Storm,2,744,493,5300000,,5300493,745420
1982,IDN,Indonesia,Drought,1,280,,,,,
1982,IDN,Indonesia,Earthquake,2,13,417,21400,2000,23817,4950
1982,IDN,Indonesia,Epidemic,1,39,,200,,200,
1982,IDN,Indonesia,Flood,3,3,,39000,,39000,
1982,IDN,Indonesia,Landslide,2,275,,3000,,3000,
1982,IDN,Indonesia,Storm,1,2,123,,,123,
1982,IDN,Indonesia,"Volcanic activity",2,30,,330000,,330000,160000
1982,ITA,Italy,Earthquake,2,,,6000,,6000,35000
1982,ITA,Italy,Landslide,1,,,4000,,4000,700000
1982,JPN,Japan,Earthquake,1,,100,1000,,1100,
1982,JPN,Japan,Flood,1,345,347,27000,,27347,32000
1982,JPN,Japan,Storm,4,218,252,3000,145000,148252,212000
1982,KOR,"Korea (the Republic of)",Storm,2,68,42,5000,,5042,30000
1982,MEX,Mexico,Earthquake,1,9,17,,,17,
1982,MEX,Mexico,Flood,2,25,200,5000,,5200,114600
1982,MEX,Mexico,Storm,1,225,,50000,,50000,82400
1982,MEX,Mexico,"Volcanic activity",1,100,500,25000,15000,40500,117000
1982,MAR,Morocco,Landslide,1,1,,10000,2216,12216,
1982,PAK,Pakistan,Flood,1,68,,10000,,10000,
1982,PER,Peru,Earthquake,1,3,,,,,
1982,PER,Peru,Flood,2,332,,50000,5000,55000,
1982,PER,Peru,Landslide,1,200,,30000,,30000,
1982,PHL,"Philippines (the)",Earthquake,1,,,,,,
1982,PHL,"Philippines (the)",Flood,4,33,232,200853,,201085,60
1982,PHL,"Philippines (the)",Storm,9,563,360,690172,329083,1019615,118605
1982,SAU,"Saudi Arabia",Storm,1,,,,,,
1982,ZAF,"South Africa",Drought,1,,,,,,
1982,ZAF,"South Africa",Earthquake,1,17,,,,,
1982,SUN,"Soviet Union",Flood,2,,,,586,586,
1982,ESP,Spain,Flood,2,77,1600,225000,,226600,930000
1982,USA,"United States of America (the)",Flood,2,11,,,,,33900
1982,USA,"United States of America (the)",Storm,11,503,,36000,15500,51500,2112000
1982,VNM,"Viet Nam",Storm,1,70,290,1300000,,1300290,
1983,AFG,Afghanistan,Earthquake,1,12,483,27440,6580,34503,3000
1983,ARG,Argentina,Flood,2,,,5830000,250000,6080000,1800000
1983,AUS,Australia,Storm,3,,,,,,10012
1983,AUS,Australia,Wildfire,1,75,,,11000,11000,400000
1983,BGD,Bangladesh,Drought,1,,,20000000,,20000000,
1983,BGD,Bangladesh,Epidemic,1,500,,,,,
1983,BGD,Bangladesh,Flood,4,245,,7060000,100000,7160000,
1983,BGD,Bangladesh,Storm,4,685,350,5000,,5350,
1983,BEL,Belgium,Earthquake,1,2,30,1000,,1030,50000
1983,BRA,Brazil,Drought,1,20,,20000000,,20000000,
1983,BRA,Brazil,Flood,2,143,300,3330000,8000,3338300,350000
1983,BRA,Brazil,Landslide,1,13,40,,,40,
1983,CAN,Canada,Flood,1,,,,,,58000
1983,CHL,Chile,Earthquake,1,4,24,1500,,1524,
1983,CHN,China,Drought,1,,,,,,
1983,CHN,China,Earthquake,1,34,2200,,16500,18700,
1983,CHN,China,Flood,1,100,,,,,
1983,CHN,China,"Mass movement (dry)",1,277,,,,,
1983,CHN,China,Storm,5,510,363,21000,,21363,
1983,COL,Colombia,Earthquake,1,250,1200,35000,,36200,410900
1983,COL,Colombia,"Mass movement (dry)",1,160,,,,,
1983,COL,Colombia,Storm,1,1,40,,500,540,
1983,DNK,Denmark,Storm,1,2,,,,,
1983,DOM,"Dominican Republic (the)",Wildfire,1,,,,,,
1983,FJI,Fiji,Drought,1,,,31000,,31000,30000
1983,FJI,Fiji,Storm,2,9,14,211132,,211146,50851
1983,FRA,France,Flood,3,18,12,3700,,3712,609500
1983,FRA,France,Landslide,2,14,20,,,20,
1983,FRA,France,Storm,2,11,,,,,
1983,FRA,France,Wildfire,1,12,,,,,
1983,GHA,Ghana,Drought,1,,,12500000,,12500000,
1983,GRC,Greece,Earthquake,1,,7,480,,487,
1983,GRC,Greece,Wildfire,1,12,,,,,
1983,ISL,Iceland,Landslide,1,4,,,,,
1983,ISL,Iceland,"Volcanic activity",1,,,,,,
1983,IND,India,Flood,4,785,,250000,,250000,
1983,IND,India,Landslide,1,67,,,,,
1983,IND,India,Storm,5,782,1800,1541000,14000,1556800,591000
1983,IDN,Indonesia,Earthquake,1,,100,,,100,1000
1983,IDN,Indonesia,Epidemic,1,120,,,,,
1983,IDN,Indonesia,Flood,3,20,17,417480,,417497,7007
1983,IDN,Indonesia,Landslide,1,21,,,,,
1983,IDN,Indonesia,"Volcanic activity",3,,,15935,,15935,175190
1983,IRL,Ireland,Storm,1,10,,,,,
1983,ITA,Italy,Earthquake,1,,30,20000,1000,21030,
1983,ITA,Italy,Landslide,1,,,,,,
1983,ITA,Italy,Wildfire,1,7,20,,,20,
1983,JPN,Japan,Earthquake,2,103,105,,,105,416000
1983,JPN,Japan,Landslide,2,187,88,25000,,25088,
1983,JPN,Japan,Storm,2,175,78,,,78,
1983,JPN,Japan,"Volcanic activity",1,,,4500,1100,5600,
1983,LUX,Luxembourg,Flood,1,,,,,,
1983,MYS,Malaysia,Flood,1,10,,15000,,15000,
1983,MEX,Mexico,Landslide,1,50,,,,,
1983,MEX,Mexico,Storm,2,275,,250000,32500,282500,
1983,MAR,Morocco,Drought,1,,,,,,
1983,MOZ,Mozambique,Epidemic,1,189,,5679,,5679,
1983,NZL,"New Zealand",Flood,1,,,140,,140,
1983,NGA,Nigeria,Drought,1,,,3000000,,3000000,71103
1983,PAK,Pakistan,Earthquake,1,24,543,,,543,3000
1983,PAK,Pakistan,Flood,1,39,,64300,,64300,
1983,PAK,Pakistan,Landslide,2,95,100,,,100,
1983,PER,Peru,Drought,1,,,,,,
1983,PER,Peru,Earthquake,1,10,,,,,
1983,PER,Peru,"Extreme temperature ",1,17,,2700,,2700,
1983,PER,Peru,Landslide,2,596,,700000,,700000,988800
1983,PHL,"Philippines (the)",Drought,1,,,1691060,,1691060,
1983,PHL,"Philippines (the)",Earthquake,1,19,176,1725,,1901,2227
1983,PHL,"Philippines (the)",Flood,1,11,,1835,,1835,3
1983,PHL,"Philippines (the)",Storm,4,128,28,140642,29860,170530,4320
1983,PRT,Portugal,Drought,1,,,,,,95000
1983,PRT,Portugal,Flood,1,19,,2000,,2000,95000
1983,PRT,Portugal,Wildfire,1,,,,,,
1983,ZAF,"South Africa",Storm,1,10,200,,,200,
1983,SUN,"Soviet Union",Earthquake,1,,,,14000,14000,
1983,SUN,"Soviet Union",Flood,2,,,1000,,1000,
1983,SUN,"Soviet Union",Storm,1,,,,,,
1983,ESP,Spain,Flood,2,45,,501600,6000,507600,3900000
1983,TWN,"Taiwan (Province of China)",Storm,1,82,,,,,
1983,THA,Thailand,Flood,1,50,,1000000,,1000000,
1983,USA,"United States of America (the)",Earthquake,3,2,53,1500,,1553,52250
1983,USA,"United States of America (the)","Extreme temperature ",1,188,,,,,
1983,USA,"United States of America (the)",Flood,2,10,,,,,400000
1983,USA,"United States of America (the)",Storm,6,132,,,6000,6000,4655000
1983,VNM,"Viet Nam",Storm,3,734,508,580000,601360,1181868,
1984,AFG,Afghanistan,Earthquake,1,1,35,,,35,5000
1984,ARG,Argentina,Landslide,1,30,14,12000,,12014,
1984,AUS,Australia,Flood,1,36,,,,,3000
1984,BGD,Bangladesh,Epidemic,1,950,,,,,
1984,BGD,Bangladesh,Flood,1,1200,,30000000,,30000000,
1984,BEL,Belgium,Flood,1,,,,,,
1984,BEL,Belgium,Storm,1,,,,,,
1984,BRA,Brazil,Epidemic,1,300,,,,,
1984,BRA,Brazil,Flood,5,263,,360000,31500,391500,2000000
1984,BRA,Brazil,Storm,1,10,,200,,200,
1984,CAN,Canada,Drought,1,,,30000,,30000,1000000
1984,CHL,Chile,Storm,2,127,115,203064,119994,323173,
1984,CHN,China,Flood,2,31,,28000,,28000,
1984,CHN,China,Landslide,1,100,40,,,40,
1984,CHN,China,Storm,3,13,,,,,
1984,COL,Colombia,Flood,1,,,,,,
1984,FRA,France,Storm,3,4,,,,,
1984,FRA,France,Wildfire,2,,,,,,
1984,GHA,Ghana,Epidemic,1,103,,1500,,1500,
1984,GRC,Greece,Wildfire,2,,,200,,200,
1984,ISL,Iceland,"Volcanic activity",1,,,,,,
1984,IND,India,Earthquake,1,20,100,800,10000,10900,
1984,IND,India,Epidemic,3,4510,,27000,,27000,
1984,IND,India,"Extreme temperature ",1,290,,,,,
1984,IND,India,Flood,5,740,,19000000,,19000000,90000
1984,IND,India,Storm,3,524,,1335000,,1335000,35000
1984,IND,India,Wildfire,1,,,,,,2000
1984,IDN,Indonesia,Drought,1,230,,2000,,2000,
1984,IDN,Indonesia,Earthquake,2,2,197,1750,,1947,1000
1984,IDN,Indonesia,Epidemic,1,105,,4000,,4000,
1984,IDN,Indonesia,Flood,3,26,,340200,20000,360200,1500
1984,IDN,Indonesia,"Volcanic activity",3,,,28000,,28000,
1984,ITA,Italy,Earthquake,3,4,285,5000,4300,9585,
1984,JPN,Japan,Earthquake,2,20,9,,,9,43000
1984,JPN,Japan,Landslide,1,14,,,,,
1984,KOR,"Korea (the Republic of)",Flood,1,166,187,350984,,351171,165000
1984,KOR,"Korea (the Republic of)",Landslide,1,47,,4000,,4000,40000
1984,MEX,Mexico,Flood,1,,,20000,,20000,
1984,MEX,Mexico,Storm,1,4,,10000,,10000,
1984,MAR,Morocco,Drought,1,,,,,,
1984,MOZ,Mozambique,Storm,1,109,,350000,,350000,75000
1984,NLD,"Netherlands (the)",Storm,1,,,,,,
1984,NZL,"New Zealand",Flood,1,,,6805,,6805,20000
1984,PAK,Pakistan,Earthquake,1,4,12,,,12,
1984,PAK,Pakistan,Flood,1,39,,,2000,2000,
1984,PER,Peru,Landslide,1,7,,,,,3000
1984,PHL,"Philippines (the)",Storm,4,2679,2865,3210815,1321526,4535206,336490
1984,PHL,"Philippines (the)","Volcanic activity",1,,,70000,,70000,
1984,ZAF,"South Africa",Storm,2,64,,500000,,500000,142000
1984,SUN,"Soviet Union",Earthquake,1,,100,,20000,20100,
1984,SUN,"Soviet Union",Flood,2,,,,,,
1984,SUN,"Soviet Union",Storm,1,400,,,,,
1984,ESP,Spain,Storm,2,9,60,60000,,60060,1001000
1984,ESP,Spain,Wildfire,1,17,,,,,
1984,TWN,"Taiwan (Province of China)",Flood,1,31,15,,,15,
1984,THA,Thailand,Flood,2,17,31,786140,,786171,403000
1984,USA,"United States of America (the)",Flood,3,28,,,5500,5500,65000
1984,USA,"United States of America (the)",Storm,11,517,657,14000,,14657,2545600
1984,VNM,"Viet Nam",Flood,1,33,,38000,,38000,
1984,VNM,"Viet Nam",Storm,2,155,383,650416,1000,651799,
